week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-02-19,BEV-003,STR-016,190,56,21,225,False
2024-02-19,BEV-003,STR-017,187,22,50,159,False
2024-02-19,BEV-003,STR-018,80,17,48,49,False
2024-02-19,BEV-003,STR-019,52,129,66,115,False
2024-02-19,BEV-003,STR-020,179,21,87,113,False
2024-02-19,BEV-003,STR-021,69,76,26,119,False
2024-02-19,BEV-003,STR-022,52,41,109,0,True
2024-02-19,BEV-003,STR-023,248,144,137,255,False
2024-02-19,BEV-003,STR-024,248,122,55,315,False
2024-02-19,BEV-003,STR-025,91,32,69,54,False
2024-02-19,BEV-003,STR-026,108,146,97,157,False
2024-02-19,BEV-003,STR-027,180,127,95,212,False
2024-02-19,BEV-003,STR-028,162,14,44,132,False
2024-02-19,BEV-003,STR-029,72,10,102,0,True
2024-02-19,BEV-003,STR-030,155,113,33,235,False
2024-02-19,BEV-003,STR-031,69,116,77,108,False
2024-02-19,BEV-003,STR-032,119,102,53,168,False
2024-02-19,BEV-003,STR-033,189,21,43,167,False
2024-02-19,BEV-003,STR-034,173,80,92,161,False
2024-02-19,BEV-003,STR-035,79,146,82,143,False
2024-02-19,BEV-003,STR-036,69,117,30,156,False
2024-02-19,BEV-003,STR-037,96,88,87,97,False
2024-02-19,BEV-003,STR-038,243,95,55,283,False
2024-02-19,BEV-003,STR-039,198,135,74,259,False
2024-02-19,BEV-003,STR-040,141,53,47,147,False
2024-02-19,BEV-004,STR-001,165,119,119,165,False
2024-02-19,BEV-004,STR-002,228,75,57,246,False
2024-02-19,BEV-004,STR-003,239,145,50,334,False
2024-02-19,BEV-004,STR-004,188,94,28,254,False
2024-02-19,BEV-004,STR-005,172,28,21,179,False
2024-02-19,BEV-004,STR-006,118,6,70,54,False
2024-02-19,BEV-004,STR-007,111,73,96,88,False
2024-02-19,BEV-004,STR-008,169,34,132,71,False
2024-02-19,BEV-004,STR-009,67,128,88,107,False
2024-02-19,BEV-004,STR-010,218,148,140,226,False
2024-02-19,BEV-004,STR-011,141,84,39,186,False
2024-02-19,BEV-004,STR-012,133,23,85,71,False
2024-02-19,BEV-004,STR-013,135,126,56,205,False
2024-02-19,BEV-004,STR-014,61,94,34,121,False
2024-02-19,BEV-004,STR-015,121,43,133,31,False
2024-02-19,BEV-004,STR-016,160,62,40,182,False
2024-02-19,BEV-004,STR-017,141,59,48,152,False
2024-02-19,BEV-004,STR-018,240,0,148,92,False
2024-02-19,BEV-004,STR-019,186,61,106,141,False
2024-02-19,BEV-004,STR-020,158,140,38,260,False
2024-02-19,BEV-004,STR-021,58,48,119,0,True
2024-02-19,BEV-004,STR-022,108,146,50,204,False
2024-02-19,BEV-004,STR-023,145,42,64,123,False
2024-02-19,BEV-004,STR-024,93,134,143,84,False
2024-02-19,BEV-004,STR-025,195,55,49,201,False
2024-02-19,BEV-004,STR-026,249,88,50,287,False
2024-02-19,BEV-004,STR-027,102,5,107,0,True
2024-02-19,BEV-004,STR-028,167,72,91,148,False
2024-02-19,BEV-004,STR-029,55,108,110,53,False
2024-02-19,BEV-004,STR-030,186,10,110,86,False
2024-02-19,BEV-004,STR-031,203,37,126,114,False
2024-02-19,BEV-004,STR-032,232,5,118,119,False
2024-02-19,BEV-004,STR-033,235,116,83,268,False
2024-02-19,BEV-004,STR-034,145,127,42,230,False
2024-02-19,BEV-004,STR-035,144,133,100,177,False
2024-02-19,BEV-004,STR-036,76,99,63,112,False
2024-02-19,BEV-004,STR-037,88,139,120,107,False
2024-02-19,BEV-004,STR-038,164,21,22,163,False
2024-02-19,BEV-004,STR-039,63,15,33,45,False
2024-02-19,BEV-004,STR-040,65,51,95,21,False
2024-02-19,BEV-005,STR-001,142,4,31,115,False
2024-02-19,BEV-005,STR-002,160,71,36,195,False
2024-02-19,BEV-005,STR-003,59,15,113,0,True
2024-02-19,BEV-005,STR-004,52,120,61,111,False
2024-02-19,BEV-005,STR-005,245,23,64,204,False
2024-02-19,BEV-005,STR-006,95,39,59,75,False
2024-02-19,BEV-005,STR-007,189,141,37,293,False
2024-02-19,BEV-005,STR-008,157,11,80,88,False
2024-02-19,BEV-005,STR-009,137,114,25,226,False
2024-02-19,BEV-005,STR-010,227,11,99,139,False
2024-02-19,BEV-005,STR-011,62,121,72,111,False
2024-02-19,BEV-005,STR-012,241,57,22,276,False
2024-02-19,BEV-005,STR-013,115,114,64,165,False
2024-02-19,BEV-005,STR-014,193,57,118,132,False
2024-02-19,BEV-005,STR-015,201,128,55,274,False
2024-02-19,BEV-005,STR-016,159,74,81,152,False
2024-02-19,BEV-005,STR-017,73,97,36,134,False
2024-02-19,BEV-005,STR-018,179,137,98,218,False
2024-02-19,BEV-005,STR-019,246,13,70,189,False
2024-02-19,BEV-005,STR-020,131,92,85,138,False
2024-02-19,BEV-005,STR-021,241,71,103,209,False
2024-02-19,BEV-005,STR-022,139,36,68,107,False
2024-02-19,BEV-005,STR-023,77,87,67,97,False
2024-02-19,BEV-005,STR-024,177,138,88,227,False
2024-02-19,BEV-005,STR-025,123,68,29,162,False
2024-02-19,BEV-005,STR-026,65,67,51,81,False
2024-02-19,BEV-005,STR-027,127,75,102,100,False
2024-02-19,BEV-005,STR-028,167,1,99,69,False
2024-02-19,BEV-005,STR-029,103,70,119,54,False
2024-02-19,BEV-005,STR-030,58,69,100,27,False
2024-02-19,BEV-005,STR-031,122,11,93,40,False
2024-02-19,BEV-005,STR-032,97,15,107,5,True
2024-02-19,BEV-005,STR-033,75,53,42,86,False
2024-02-19,BEV-005,STR-034,58,12,56,14,False
2024-02-19,BEV-005,STR-035,177,129,99,207,False
2024-02-19,BEV-005,STR-036,196,123,80,239,False
2024-02-19,BEV-005,STR-037,184,93,106,171,False
2024-02-19,BEV-005,STR-038,79,35,118,0,True
2024-02-19,BEV-005,STR-039,204,116,48,272,False
2024-02-19,BEV-005,STR-040,211,20,55,176,False
2024-02-19,BEV-006,STR-001,227,125,116,236,False
2024-02-19,BEV-006,STR-002,169,146,94,221,False
2024-02-19,BEV-006,STR-003,217,54,100,171,False
2024-02-19,BEV-006,STR-004,108,50,62,96,False
2024-02-19,BEV-006,STR-005,146,6,42,110,False
2024-02-19,BEV-006,STR-006,56,11,52,15,False
2024-02-19,BEV-006,STR-007,123,22,97,48,False
2024-02-19,BEV-006,STR-008,59,146,97,108,False
2024-02-19,BEV-006,STR-009,236,83,106,213,False
2024-02-19,BEV-006,STR-010,190,66,84,172,False
2024-02-19,BEV-006,STR-011,238,94,74,258,False
2024-02-19,BEV-006,STR-012,144,115,78,181,False
2024-02-19,BEV-006,STR-013,142,34,33,143,False
2024-02-19,BEV-006,STR-014,108,55,115,48,False
2024-02-19,BEV-006,STR-015,60,100,150,10,False
2024-02-19,BEV-006,STR-016,211,82,90,203,False
2024-02-19,BEV-006,STR-017,54,111,108,57,False
2024-02-19,BEV-006,STR-018,225,3,44,184,False
2024-02-19,BEV-006,STR-019,70,136,100,106,False
2024-02-19,BEV-006,STR-020,212,111,98,225,False
2024-02-19,BEV-006,STR-021,86,5,97,0,True
2024-02-19,BEV-006,STR-022,100,65,101,64,False
2024-02-19,BEV-006,STR-023,58,140,84,114,False
2024-02-19,BEV-006,STR-024,207,30,77,160,False
2024-02-19,BEV-006,STR-025,108,9,47,70,False
2024-02-19,BEV-006,STR-026,139,25,119,45,False
2024-02-19,BEV-006,STR-027,217,67,36,248,False
2024-02-19,BEV-006,STR-028,58,44,94,8,True
2024-02-19,BEV-006,STR-029,76,140,153,63,False
2024-02-19,BEV-006,STR-030,58,91,31,118,False
2024-02-19,BEV-006,STR-031,204,28,96,136,False
2024-02-19,BEV-006,STR-032,144,38,74,108,False
2024-02-19,BEV-006,STR-033,209,109,73,245,False
2024-02-19,BEV-006,STR-034,238,51,65,224,False
2024-02-19,BEV-006,STR-035,247,36,54,229,False
2024-02-19,BEV-006,STR-036,68,120,36,152,False
2024-02-19,BEV-006,STR-037,74,98,76,96,False
2024-02-19,BEV-006,STR-038,200,88,90,198,False
2024-02-19,BEV-006,STR-039,245,57,83,219,False
2024-02-19,BEV-006,STR-040,155,3,113,45,False
2024-02-19,BEV-007,STR-001,246,70,79,237,False
2024-02-19,BEV-007,STR-002,61,57,29,89,False
2024-02-19,BEV-007,STR-003,166,108,78,196,False
2024-02-19,BEV-007,STR-004,53,101,69,85,False
2024-02-19,BEV-007,STR-005,154,3,62,95,False
2024-02-19,BEV-007,STR-006,202,66,64,204,False
2024-02-19,BEV-007,STR-007,246,119,27,338,False
2024-02-19,BEV-007,STR-008,161,125,65,221,False
2024-02-19,BEV-007,STR-009,231,121,96,256,False
2024-02-19,BEV-007,STR-010,152,99,132,119,False
2024-02-19,BEV-007,STR-011,222,29,81,170,False
2024-02-19,BEV-007,STR-012,182,21,58,145,False
2024-02-19,BEV-007,STR-013,78,41,105,14,False
2024-02-19,BEV-007,STR-014,248,95,96,247,False
2024-02-19,BEV-007,STR-015,205,76,119,162,False
2024-02-19,BEV-007,STR-016,127,125,69,183,False
2024-02-19,BEV-007,STR-017,249,14,107,156,False
2024-02-19,BEV-007,STR-018,72,9,89,0,True
2024-02-19,BEV-007,STR-019,81,112,96,97,False
2024-02-19,BEV-007,STR-020,114,100,60,154,False
2024-02-19,BEV-007,STR-021,80,53,55,78,False
2024-02-19,BEV-007,STR-022,234,8,71,171,False
2024-02-19,BEV-007,STR-023,139,115,111,143,False
2024-02-19,BEV-007,STR-024,52,129,66,115,False
2024-02-19,BEV-007,STR-025,61,111,149,23,False
2024-02-19,BEV-007,STR-026,230,71,45,256,False
2024-02-19,BEV-007,STR-027,56,14,111,0,True
2024-02-19,BEV-007,STR-028,121,73,55,139,False
2024-02-19,BEV-007,STR-029,170,42,104,108,False
2024-02-19,BEV-007,STR-030,104,132,85,151,False
2024-02-19,BEV-007,STR-031,140,15,34,121,False
2024-02-19,BEV-007,STR-032,74,21,101,0,True
2024-02-19,BEV-007,STR-033,136,143,53,226,False
2024-02-19,BEV-007,STR-034,73,140,41,172,False
2024-02-19,BEV-007,STR-035,98,81,55,124,False
2024-02-19,BEV-007,STR-036,55,67,62,60,False
2024-02-19,BEV-007,STR-037,115,131,94,152,False
2024-02-19,BEV-007,STR-038,169,52,79,142,False
2024-02-19,BEV-007,STR-039,192,99,93,198,False
2024-02-19,BEV-007,STR-040,64,21,110,0,True
2024-02-19,BEV-008,STR-001,169,16,92,93,False
2024-02-19,BEV-008,STR-002,98,58,72,84,False
2024-02-19,BEV-008,STR-003,134,20,49,105,False
2024-02-19,BEV-008,STR-004,147,75,92,130,False
2024-02-19,BEV-008,STR-005,183,108,103,188,False
2024-02-19,BEV-008,STR-006,218,1,31,188,False
2024-02-19,BEV-008,STR-007,181,46,20,207,False
2024-02-19,BEV-008,STR-008,96,98,71,123,False
2024-02-19,BEV-008,STR-009,91,70,64,97,False
2024-02-19,BEV-008,STR-010,205,113,52,266,False
2024-02-19,BEV-008,STR-011,93,95,75,113,False
2024-02-19,BEV-008,STR-012,245,124,33,336,False
2024-02-19,BEV-008,STR-013,132,136,36,232,False
2024-02-19,BEV-008,STR-014,214,49,98,165,False
2024-02-19,BEV-008,STR-015,86,131,49,168,False
2024-02-19,BEV-008,STR-016,222,111,51,282,False
2024-02-19,BEV-008,STR-017,129,13,75,67,False
2024-02-19,BEV-008,STR-018,165,57,84,138,False
2024-02-19,BEV-008,STR-019,122,126,23,225,False
2024-02-19,BEV-008,STR-020,61,127,105,83,False
2024-02-19,BEV-008,STR-021,109,99,115,93,False
2024-02-19,BEV-008,STR-022,157,101,81,177,False
2024-02-19,BEV-008,STR-023,159,6,35,130,False
2024-02-19,BEV-008,STR-024,138,61,126,73,False
2024-02-19,BEV-008,STR-025,189,66,90,165,False
2024-02-19,BEV-008,STR-026,94,79,96,77,False
2024-02-19,BEV-008,STR-027,111,19,96,34,False
2024-02-19,BEV-008,STR-028,53,70,62,61,False
2024-02-19,BEV-008,STR-029,149,70,53,166,False
2024-02-19,BEV-008,STR-030,169,92,115,146,False
2024-02-19,BEV-008,STR-031,227,98,97,228,False
2024-02-19,BEV-008,STR-032,223,79,73,229,False
2024-02-19,BEV-008,STR-033,200,54,68,186,False
2024-02-19,BEV-008,STR-034,142,118,54,206,False
2024-02-19,BEV-008,STR-035,55,86,22,119,False
2024-02-19,BEV-008,STR-036,131,93,21,203,False
2024-02-19,BEV-008,STR-037,242,137,39,340,False
2024-02-19,BEV-008,STR-038,139,32,63,108,False
2024-02-19,BEV-008,STR-039,51,0,31,20,False
2024-02-19,BEV-008,STR-040,152,35,123,64,False
2024-02-19,BEV-009,STR-001,178,141,148,171,False
2024-02-19,BEV-009,STR-002,184,54,61,177,False
2024-02-19,BEV-009,STR-003,112,82,95,99,False
2024-02-19,BEV-009,STR-004,91,95,23,163,False
2024-02-19,BEV-009,STR-005,175,91,47,219,False
2024-02-19,BEV-009,STR-006,91,117,48,160,False
2024-02-19,BEV-009,STR-007,110,40,60,90,False
2024-02-19,BEV-009,STR-008,215,61,48,228,False
2024-02-19,BEV-009,STR-009,214,41,53,202,False
2024-02-19,BEV-009,STR-010,167,97,52,212,False
2024-02-19,BEV-009,STR-011,194,123,106,211,False
2024-02-19,BEV-009,STR-012,245,38,98,185,False
2024-02-19,BEV-009,STR-013,201,99,106,194,False
2024-02-19,BEV-009,STR-014,68,100,107,61,False
2024-02-19,BEV-009,STR-015,131,87,59,159,False
2024-02-19,BEV-009,STR-016,63,127,35,155,False
2024-02-19,BEV-009,STR-017,87,123,83,127,False
2024-02-19,BEV-009,STR-018,161,101,102,160,False
2024-02-19,BEV-009,STR-019,72,75,118,29,False
2024-02-19,BEV-009,STR-020,76,133,48,161,False
2024-02-19,BEV-009,STR-021,182,142,60,264,False
2024-02-19,BEV-009,STR-022,246,134,23,357,False
2024-02-19,BEV-009,STR-023,169,4,27,146,False
2024-02-19,BEV-009,STR-024,209,40,114,135,False
2024-02-19,BEV-009,STR-025,217,82,84,215,False
2024-02-19,BEV-009,STR-026,214,55,61,208,False
2024-02-19,BEV-009,STR-027,231,21,74,178,False
2024-02-19,BEV-009,STR-028,87,111,66,132,False
2024-02-19,BEV-009,STR-029,238,59,85,212,False
2024-02-19,BEV-009,STR-030,183,22,62,143,False
2024-02-19,BEV-009,STR-031,171,140,100,211,False
2024-02-19,BEV-009,STR-032,202,124,83,243,False
2024-02-19,BEV-009,STR-033,110,16,67,59,False
2024-02-19,BEV-009,STR-034,118,84,108,94,False
2024-02-19,BEV-009,STR-035,245,116,149,212,False
2024-02-19,BEV-009,STR-036,186,90,124,152,False
2024-02-19,BEV-009,STR-037,122,120,43,199,False
2024-02-19,BEV-009,STR-038,206,135,54,287,False
2024-02-19,BEV-009,STR-039,158,49,145,62,False
2024-02-19,BEV-009,STR-040,148,54,39,163,False
2024-02-19,BEV-010,STR-001,237,1,86,152,False
2024-02-19,BEV-010,STR-002,112,71,39,144,False
2024-02-19,BEV-010,STR-003,91,106,102,95,False
2024-02-19,BEV-010,STR-004,182,14,109,87,False
2024-02-19,BEV-010,STR-005,229,89,51,267,False
2024-02-19,BEV-010,STR-006,133,148,93,188,False
2024-02-19,BEV-010,STR-007,120,30,83,67,False
2024-02-19,BEV-010,STR-008,56,125,69,112,False
2024-02-19,BEV-010,STR-009,76,140,29,187,False
2024-02-19,BEV-010,STR-010,237,126,103,260,False
2024-02-19,BEV-010,STR-011,119,98,82,135,False
2024-02-19,BEV-010,STR-012,231,70,86,215,False
2024-02-19,BEV-010,STR-013,60,133,29,164,False
2024-02-19,BEV-010,STR-014,237,17,77,177,False
2024-02-19,BEV-010,STR-015,196,136,63,269,False
2024-02-19,BEV-010,STR-016,236,90,114,212,False
2024-02-19,BEV-010,STR-017,102,70,90,82,False
2024-02-19,BEV-010,STR-018,68,65,154,0,True
2024-02-19,BEV-010,STR-019,50,105,94,61,False
2024-02-19,BEV-010,STR-020,176,14,34,156,False
2024-02-19,BEV-010,STR-021,223,113,85,251,False
2024-02-19,BEV-010,STR-022,195,144,85,254,False
2024-02-19,BEV-010,STR-023,211,43,117,137,False
2024-02-19,BEV-010,STR-024,65,77,111,31,False
2024-02-19,BEV-010,STR-025,175,51,29,197,False
2024-02-19,BEV-010,STR-026,144,10,91,63,False
2024-02-19,BEV-010,STR-027,94,33,118,9,True
2024-02-19,BEV-010,STR-028,224,20,91,153,False
2024-02-19,BEV-010,STR-029,70,70,41,99,False
2024-02-19,BEV-010,STR-030,125,18,117,26,False
2024-02-19,BEV-010,STR-031,156,128,32,252,False
2024-02-19,BEV-010,STR-032,190,108,53,245,False
2024-02-19,BEV-010,STR-033,170,122,137,155,False
2024-02-19,BEV-010,STR-034,142,67,139,70,False
2024-02-19,BEV-010,STR-035,204,40,33,211,False
2024-02-19,BEV-010,STR-036,67,103,54,116,False
2024-02-19,BEV-010,STR-037,218,7,95,130,False
2024-02-19,BEV-010,STR-038,222,100,60,262,False
2024-02-19,BEV-010,STR-039,97,114,109,102,False
2024-02-19,BEV-010,STR-040,243,113,100,256,False
2024-02-19,BEV-011,STR-001,51,77,48,80,False
2024-02-19,BEV-011,STR-002,90,114,75,129,False
2024-02-19,BEV-011,STR-003,71,48,106,13,False
2024-02-19,BEV-011,STR-004,71,138,71,138,False
2024-02-19,BEV-011,STR-005,104,34,79,59,False
2024-02-19,BEV-011,STR-006,223,124,29,318,False
2024-02-19,BEV-011,STR-007,171,34,80,125,False
2024-02-19,BEV-011,STR-008,61,124,30,155,False
2024-02-19,BEV-011,STR-009,117,58,96,79,False
2024-02-19,BEV-011,STR-010,199,20,27,192,False
2024-02-19,BEV-011,STR-011,206,100,116,190,False
2024-02-19,BEV-011,STR-012,124,74,109,89,False
2024-02-19,BEV-011,STR-013,214,77,102,189,False
2024-02-19,BEV-011,STR-014,70,119,56,133,False
2024-02-19,BEV-011,STR-015,224,112,102,234,False
2024-02-19,BEV-011,STR-016,162,140,86,216,False
2024-02-19,BEV-011,STR-017,164,146,32,278,False
2024-02-19,BEV-011,STR-018,148,86,51,183,False
2024-02-19,BEV-011,STR-019,73,48,33,88,False
2024-02-19,BEV-011,STR-020,158,10,94,74,False
2024-02-19,BEV-011,STR-021,213,31,31,213,False
2024-02-19,BEV-011,STR-022,187,98,85,200,False
2024-02-19,BEV-011,STR-023,121,45,61,105,False
2024-02-19,BEV-011,STR-024,181,98,146,133,False
2024-02-19,BEV-011,STR-025,177,28,72,133,False
2024-02-19,BEV-011,STR-026,208,95,104,199,False
2024-02-19,BEV-011,STR-027,238,7,96,149,False
2024-02-19,BEV-011,STR-028,55,36,145,0,True
2024-02-19,BEV-011,STR-029,110,17,65,62,False
2024-02-19,BEV-011,STR-030,214,13,91,136,False
2024-02-19,BEV-011,STR-031,109,52,49,112,False
2024-02-19,BEV-011,STR-032,113,13,49,77,False
2024-02-19,BEV-011,STR-033,171,6,47,130,False
2024-02-19,BEV-011,STR-034,221,101,87,235,False
2024-02-19,BEV-011,STR-035,209,126,52,283,False
2024-02-19,BEV-011,STR-036,171,89,80,180,False
2024-02-19,BEV-011,STR-037,211,83,152,142,False
2024-02-19,BEV-011,STR-038,197,40,61,176,False
2024-02-19,BEV-011,STR-039,55,121,39,137,False
2024-02-19,BEV-011,STR-040,90,2,44,48,False
2024-02-19,BEV-012,STR-001,106,82,65,123,False
2024-02-19,BEV-012,STR-002,135,96,24,207,False
2024-02-19,BEV-012,STR-003,175,99,113,161,False
2024-02-19,BEV-012,STR-004,128,38,89,77,False
2024-02-19,BEV-012,STR-005,206,125,22,309,False
2024-02-19,BEV-012,STR-006,94,21,85,30,False
2024-02-19,BEV-012,STR-007,66,66,52,80,False
2024-02-19,BEV-012,STR-008,116,76,55,137,False
2024-02-19,BEV-012,STR-009,248,71,106,213,False
2024-02-19,BEV-012,STR-010,230,128,62,296,False
2024-02-19,BEV-012,STR-011,158,13,63,108,False
2024-02-19,BEV-012,STR-012,73,109,78,104,False
2024-02-19,BEV-012,STR-013,87,128,87,128,False
2024-02-19,BEV-012,STR-014,85,104,50,139,False
2024-02-19,BEV-012,STR-015,80,112,106,86,False
2024-02-19,BEV-012,STR-016,69,110,32,147,False
2024-02-19,BEV-012,STR-017,80,3,127,0,True
2024-02-19,BEV-012,STR-018,193,114,85,222,False
2024-02-19,BEV-012,STR-019,53,47,62,38,False
2024-02-19,BEV-012,STR-020,246,64,124,186,False
2024-02-19,BEV-012,STR-021,124,28,33,119,False
2024-02-19,BEV-012,STR-022,143,65,44,164,False
2024-02-19,BEV-012,STR-023,192,31,110,113,False
2024-02-19,BEV-012,STR-024,244,48,97,195,False
2024-02-19,BEV-012,STR-025,131,0,108,23,False
2024-02-19,BEV-012,STR-026,246,129,74,301,False
2024-02-19,BEV-012,STR-027,166,105,48,223,False
2024-02-19,BEV-012,STR-028,134,42,83,93,False
2024-02-19,BEV-012,STR-029,153,50,104,99,False
2024-02-19,BEV-012,STR-030,147,82,96,133,False
2024-02-19,BEV-012,STR-031,205,137,110,232,False
2024-02-19,BEV-012,STR-032,66,64,71,59,False
2024-02-19,BEV-012,STR-033,118,35,53,100,False
2024-02-19,BEV-012,STR-034,175,145,87,233,False
2024-02-19,BEV-012,STR-035,93,96,34,155,False
2024-02-19,BEV-012,STR-036,79,25,70,34,False
2024-02-19,BEV-012,STR-037,238,16,97,157,False
2024-02-19,BEV-012,STR-038,181,136,150,167,False
2024-02-19,BEV-012,STR-039,222,142,57,307,False
2024-02-19,BEV-012,STR-040,218,56,92,182,False
2024-02-19,BEV-013,STR-001,136,75,75,136,False
2024-02-19,BEV-013,STR-002,134,80,104,110,False
2024-02-19,BEV-013,STR-003,231,137,39,329,False
2024-02-19,BEV-013,STR-004,91,36,137,0,True
2024-02-19,BEV-013,STR-005,235,84,95,224,False
2024-02-19,BEV-013,STR-006,86,20,47,59,False
2024-02-19,BEV-013,STR-007,205,142,102,245,False
2024-02-19,BEV-013,STR-008,99,34,47,86,False
2024-02-19,BEV-013,STR-009,201,131,28,304,False
2024-02-19,BEV-013,STR-010,116,47,60,103,False
2024-02-19,BEV-013,STR-011,88,24,77,35,False
2024-02-19,BEV-013,STR-012,163,83,105,141,False
2024-02-19,BEV-013,STR-013,91,51,149,0,True
2024-02-19,BEV-013,STR-014,81,130,67,144,False
2024-02-19,BEV-013,STR-015,176,36,33,179,False
2024-02-19,BEV-013,STR-016,131,94,96,129,False
2024-02-19,BEV-013,STR-017,144,38,49,133,False
2024-02-19,BEV-013,STR-018,240,59,34,265,False
2024-02-19,BEV-013,STR-019,210,88,35,263,False
2024-02-19,BEV-013,STR-020,243,103,117,229,False
2024-02-19,BEV-013,STR-021,54,5,48,11,False
2024-02-19,BEV-013,STR-022,98,3,53,48,False
2024-02-19,BEV-013,STR-023,63,63,35,91,False
2024-02-19,BEV-013,STR-024,108,129,87,150,False
2024-02-19,BEV-013,STR-025,139,100,94,145,False
2024-02-19,BEV-013,STR-026,115,143,27,231,False
2024-02-19,BEV-013,STR-027,200,20,42,178,False
2024-02-19,BEV-013,STR-028,86,142,77,151,False
2024-02-19,BEV-013,STR-029,181,46,106,121,False
2024-02-19,BEV-013,STR-030,244,102,81,265,False
2024-02-19,BEV-013,STR-031,118,45,92,71,False
2024-02-19,BEV-013,STR-032,238,14,54,198,False
2024-02-19,BEV-013,STR-033,137,28,93,72,False
2024-02-19,BEV-013,STR-034,68,48,43,73,False
2024-02-19,BEV-013,STR-035,191,55,71,175,False
2024-02-19,BEV-013,STR-036,192,55,45,202,False
2024-02-19,BEV-013,STR-037,127,35,132,30,False
2024-02-19,BEV-013,STR-038,51,21,46,26,False
2024-02-19,BEV-013,STR-039,181,13,36,158,False
2024-02-19,BEV-013,STR-040,193,103,113,183,False
2024-02-19,BEV-014,STR-001,140,57,29,168,False
2024-02-19,BEV-014,STR-002,92,73,108,57,False
2024-02-19,BEV-014,STR-003,161,107,68,200,False
2024-02-19,BEV-014,STR-004,193,72,113,152,False
2024-02-19,BEV-014,STR-005,163,14,79,98,False
2024-02-19,BEV-014,STR-006,197,35,47,185,False
2024-02-19,BEV-014,STR-007,62,87,118,31,False
2024-02-19,BEV-014,STR-008,173,24,49,148,False
2024-02-19,BEV-014,STR-009,73,96,45,124,False
2024-02-19,BEV-014,STR-010,226,19,104,141,False
2024-02-19,BEV-014,STR-011,64,41,40,65,False
2024-02-19,BEV-014,STR-012,180,113,43,250,False
2024-02-19,BEV-014,STR-013,103,81,32,152,False
2024-02-19,BEV-014,STR-014,91,92,30,153,False
2024-02-19,BEV-014,STR-015,89,91,81,99,False
2024-02-19,BEV-014,STR-016,84,145,104,125,False
2024-02-19,BEV-014,STR-017,54,124,60,118,False
2024-02-19,BEV-014,STR-018,142,40,72,110,False
2024-02-19,BEV-014,STR-019,185,132,124,193,False
2024-02-19,BEV-014,STR-020,174,104,56,222,False
2024-02-19,BEV-014,STR-021,218,59,23,254,False
2024-02-19,BEV-014,STR-022,117,32,153,0,True
2024-02-19,BEV-014,STR-023,65,126,30,161,False
2024-02-19,BEV-014,STR-024,58,77,63,72,False
2024-02-19,BEV-014,STR-025,135,14,81,68,False
2024-02-19,BEV-014,STR-026,213,129,39,303,False
2024-02-19,BEV-014,STR-027,56,83,22,117,False
2024-02-19,BEV-014,STR-028,103,40,60,83,False
2024-02-19,BEV-014,STR-029,151,81,108,124,False
2024-02-19,BEV-014,STR-030,246,144,44,346,False
2024-02-19,BEV-014,STR-031,156,137,74,219,False
2024-02-19,BEV-014,STR-032,86,111,84,113,False
2024-02-19,BEV-014,STR-033,227,0,59,168,False
2024-02-19,BEV-014,STR-034,117,11,50,78,False
2024-02-19,BEV-014,STR-035,180,116,20,276,False
2024-02-19,BEV-014,STR-036,62,140,40,162,False
2024-02-19,BEV-014,STR-037,210,133,101,242,False
2024-02-19,BEV-014,STR-038,150,25,107,68,False
2024-02-19,BEV-014,STR-039,149,24,54,119,False
2024-02-19,BEV-014,STR-040,117,22,113,26,False
2024-02-19,BEV-015,STR-001,144,61,41,164,False
2024-02-19,BEV-015,STR-002,97,18,26,89,False
2024-02-19,BEV-015,STR-003,183,148,110,221,False
2024-02-19,BEV-015,STR-004,214,62,110,166,False
2024-02-19,BEV-015,STR-005,211,128,111,228,False
2024-02-19,BEV-015,STR-006,85,80,58,107,False
2024-02-19,BEV-015,STR-007,238,51,59,230,False
2024-02-19,BEV-015,STR-008,115,79,81,113,False
2024-02-19,BEV-015,STR-009,179,63,55,187,False
2024-02-19,BEV-015,STR-010,136,95,93,138,False
2024-02-19,BEV-015,STR-011,232,32,34,230,False
2024-02-19,BEV-015,STR-012,149,147,71,225,False
2024-02-19,BEV-015,STR-013,231,17,22,226,False
2024-02-19,BEV-015,STR-014,56,123,102,77,False
2024-02-19,BEV-015,STR-015,133,82,103,112,False
2024-02-19,BEV-015,STR-016,142,59,104,97,False
2024-02-19,BEV-015,STR-017,158,139,43,254,False
2024-02-19,BEV-015,STR-018,65,26,31,60,False
2024-02-19,BEV-015,STR-019,185,80,67,198,False
2024-02-19,BEV-015,STR-020,244,51,63,232,False
2024-02-19,BEV-015,STR-021,70,23,81,12,False
2024-02-19,BEV-015,STR-022,206,102,60,248,False
2024-02-19,BEV-015,STR-023,227,100,33,294,False
2024-02-19,BEV-015,STR-024,86,2,55,33,False
2024-02-19,BEV-015,STR-025,149,16,72,93,False
2024-02-19,BEV-015,STR-026,216,3,34,185,False
2024-02-19,BEV-015,STR-027,61,31,30,62,False
2024-02-19,BEV-015,STR-028,226,103,62,267,False
2024-02-19,BEV-015,STR-029,92,130,92,130,False
2024-02-19,BEV-015,STR-030,84,116,104,96,False
2024-02-19,BEV-015,STR-031,69,142,55,156,False
2024-02-19,BEV-015,STR-032,195,104,95,204,False
2024-02-19,BEV-015,STR-033,118,105,119,104,False
